State transition: J2-0_1, time: 16
State transition: J2-1_2, time: 12
State transition: J2-2_1, time: 23
State transition: J2-1_2, time: 10
State transition: J2-2_1, time: 12
State transition: J2-1_2, time: 11
State transition: J2-2_1, time: 20
State transition: J2-1_2, time: 9
State transition: J2-2_1, time: 11
State transition: J2-1_2, time: 9
State transition: J2-2_1, time: 12
State transition: J2-1_2, time: 11
State transition: J2-2_1, time: 44
State transition: J2-1_2, time: 6
State transition: J2-2_1, time: 42
State transition: J2-1_2, time: 11
State transition: J2-2_1, time: 2
