State transition: J2-3_8, time: 1
State transition: J2-8_3, time: 2
State transition: J2-3_2, time: 1
State transition: J2-2_0, time: 1
State transition: J2-0_4, time: 1
State transition: J2-4_0, time: 1
State transition: J2-0_2, time: 1
State transition: J2-2_3, time: 2
State transition: J2-3_4, time: 1
State transition: J2-4_7, time: 1
State transition: J2-7_4, time: 8
State transition: J2-4_6, time: 10
State transition: J2-6_0, time: 1
State transition: J2-0_4, time: 1
State transition: J2-4_0, time: 1
