State transition: J2-8_2, time: 1
State transition: J2-2_3, time: 1
State transition: J2-3_4, time: 1
State transition: J2-4_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_4, time: 9
State transition: J2-4_7, time: 1
State transition: J2-7_5, time: 1
State transition: J2-5_2, time: 1
State transition: J2-2_5, time: 1
State transition: J2-5_4, time: 1
State transition: J2-4_5, time: 10
State transition: J2-5_2, time: 1
State transition: J2-2_4, time: 2
State transition: J2-4_7, time: 1
State transition: J2-7_5, time: 1
State transition: J2-5_2, time: 2
State transition: J2-2_4, time: 1
State transition: J2-4_7, time: 1
State transition: J2-7_6, time: 2
State transition: J2-6_0, time: 1
State transition: J2-0_6, time: 17
State transition: J2-6_4, time: 11
State transition: J2-4_5, time: 2
State transition: J2-5_2, time: 2
State transition: J2-2_4, time: 11
State transition: J2-4_7, time: 2
State transition: J2-7_5, time: 1
