State transition: J2-6_9, time: 1
State transition: J2-9_8, time: 1
State transition: J2-8_9, time: 19
State transition: J2-9_6, time: 1
State transition: J2-6_3, time: 7
State transition: J2-3_6, time: 1
State transition: J2-6_2, time: 2
State transition: J2-2_6, time: 2
State transition: J2-6_5, time: 1
State transition: J2-5_8, time: 1
State transition: J2-8_11, time: 19
State transition: J2-11_2, time: 1
State transition: J2-2_5, time: 4
State transition: J2-5_4, time: 1
State transition: J2-4_8, time: 1
State transition: J2-8_9, time: 19
