State transition: J2-0_5, time: 25
State transition: J2-5_0, time: 1
State transition: J2-0_2, time: 1
State transition: J2-2_4, time: 2
State transition: J2-4_2, time: 1
State transition: J2-2_6, time: 1
State transition: J2-6_4, time: 1
State transition: J2-4_3, time: 2
State transition: J2-3_2, time: 3
State transition: J2-2_1, time: 2
State transition: J2-1_4, time: 8
State transition: J2-4_6, time: 12
State transition: J2-6_1, time: 1
State transition: J2-1_6, time: 2
State transition: J2-6_1, time: 1
State transition: J2-1_6, time: 11
State transition: J2-6_1, time: 1
State transition: J2-1_4, time: 3
State transition: J2-4_5, time: 1
