State transition: J2-3_6, time: 1
State transition: J2-6_2, time: 1
State transition: J2-2_6, time: 1
State transition: J2-6_2, time: 1
State transition: J2-2_6, time: 1
State transition: J2-6_2, time: 1
State transition: J2-2_6, time: 1
State transition: J2-6_2, time: 1
State transition: J2-2_6, time: 1
State transition: J2-6_2, time: 1
State transition: J2-2_6, time: 2
State transition: J2-6_2, time: 1
State transition: J2-2_0, time: 1
State transition: J2-0_3, time: 20
State transition: J2-3_0, time: 2
