State transition: J2-2_0, time: 3
State transition: J2-0_2, time: 8
State transition: J2-2_1, time: 42
State transition: J2-1_2, time: 10
State transition: J2-2_1, time: 10
State transition: J2-1_2, time: 1
State transition: J2-2_1, time: 1
State transition: J2-1_2, time: 1
State transition: J2-2_1, time: 1
State transition: J2-1_2, time: 7
State transition: J2-2_1, time: 4
State transition: J2-1_2, time: 1
State transition: J2-2_1, time: 44
State transition: J2-1_2, time: 1
State transition: J2-2_1, time: 23
State transition: J2-1_2, time: 1
