State transition: J2-10_3, time: 1
State transition: J2-3_4, time: 1
State transition: J2-4_10, time: 1
State transition: J2-10_4, time: 1
State transition: J2-4_3, time: 1
State transition: J2-3_2, time: 1
State transition: J2-2_0, time: 1
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 8
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 1
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 8
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 3
