State transition: J2-9_3, time: 20
State transition: J2-3_11, time: 1
State transition: J2-11_5, time: 1
State transition: J2-5_4, time: 1
State transition: J2-4_11, time: 1
State transition: J2-11_5, time: 1
State transition: J2-5_3, time: 1
State transition: J2-3_10, time: 1
State transition: J2-10_3, time: 4
State transition: J2-3_10, time: 1
State transition: J2-10_7, time: 1
State transition: J2-7_10, time: 1
State transition: J2-10_8, time: 1
State transition: J2-8_9, time: 20
State transition: J2-9_6, time: 2
State transition: J2-6_8, time: 2
State transition: J2-8_9, time: 20
State transition: J2-9_6, time: 1
State transition: J2-6_8, time: 1
State transition: J2-8_11, time: 20
State transition: J2-11_5, time: 1
