State transition: J2-2_3, time: 2
State transition: J2-3_4, time: 13
State transition: J2-4_1, time: 2
State transition: J2-1_4, time: 1
State transition: J2-4_1, time: 3
State transition: J2-1_4, time: 2
State transition: J2-4_1, time: 1
State transition: J2-1_4, time: 8
State transition: J2-4_1, time: 1
State transition: J2-1_4, time: 1
State transition: J2-4_1, time: 1
State transition: J2-1_4, time: 8
State transition: J2-4_1, time: 1
State transition: J2-1_4, time: 3
State transition: J2-4_6, time: 10
State transition: J2-6_4, time: 1
State transition: J2-4_6, time: 3
