State transition: J2-1_3, time: 3
State transition: J2-3_4, time: 1
State transition: J2-4_5, time: 1
State transition: J2-5_2, time: 5
State transition: J2-2_5, time: 14
State transition: J2-5_2, time: 7
State transition: J2-2_5, time: 1
State transition: J2-5_2, time: 1
State transition: J2-2_5, time: 1
State transition: J2-5_2, time: 4
State transition: J2-2_5, time: 12
State transition: J2-5_2, time: 1
State transition: J2-2_5, time: 1
State transition: J2-5_2, time: 6
State transition: J2-2_5, time: 14
State transition: J2-5_2, time: 5
State transition: J2-2_5, time: 23
State transition: J2-5_2, time: 13
State transition: J2-2_5, time: 4
State transition: J2-5_2, time: 5
State transition: J2-2_5, time: 2
