State transition: J2-4_10, time: 1
State transition: J2-10_4, time: 1
State transition: J2-4_3, time: 2
State transition: J2-3_2, time: 1
State transition: J2-2_0, time: 1
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 2
State transition: J2-0_6, time: 11
State transition: J2-6_0, time: 1
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 1
State transition: J2-0_6, time: 7
State transition: J2-6_7, time: 1
State transition: J2-7_2, time: 1
State transition: J2-2_3, time: 1
State transition: J2-3_8, time: 1
State transition: J2-8_3, time: 1
