State transition: J2-3_2, time: 1
State transition: J2-2_5, time: 24
State transition: J2-5_0, time: 1
State transition: J2-0_5, time: 3
State transition: J2-5_0, time: 1
State transition: J2-0_5, time: 3
State transition: J2-5_2, time: 3
State transition: J2-2_4, time: 1
State transition: J2-4_2, time: 1
State transition: J2-2_3, time: 11
State transition: J2-3_1, time: 3
State transition: J2-1_4, time: 8
State transition: J2-4_2, time: 1
State transition: J2-2_4, time: 1
State transition: J2-4_2, time: 1
