State transition: J2-1_4, time: 8
State transition: J2-4_11, time: 1
State transition: J2-11_2, time: 1
State transition: J2-2_9, time: 1
State transition: J2-9_5, time: 1
State transition: J2-5_9, time: 1
State transition: J2-9_8, time: 1
State transition: J2-8_1, time: 1
State transition: J2-1_8, time: 2
State transition: J2-8_9, time: 20
State transition: J2-9_6, time: 2
State transition: J2-6_3, time: 7
State transition: J2-3_6, time: 1
State transition: J2-6_2, time: 2
State transition: J2-2_5, time: 5
