State transition: J2-0_6, time: 19
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_7, time: 2
