State transition: J2-2_6, time: 1
State transition: J2-6_3, time: 2
State transition: J2-3_5, time: 10
State transition: J2-5_11, time: 5
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 4
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_11, time: 1
