State transition: J2-9_3, time: 1
State transition: J2-3_11, time: 1
State transition: J2-11_5, time: 1
State transition: J2-5_8, time: 1
State transition: J2-8_11, time: 19
State transition: J2-11_2, time: 1
State transition: J2-2_9, time: 1
State transition: J2-9_5, time: 1
State transition: J2-5_9, time: 1
State transition: J2-9_1, time: 1
State transition: J2-1_4, time: 1
State transition: J2-4_1, time: 22
State transition: J2-1_4, time: 1
State transition: J2-4_1, time: 1
State transition: J2-1_4, time: 1
State transition: J2-4_1, time: 43
State transition: J2-1_4, time: 1
