State transition: J2-8_7, time: 3
State transition: J2-7_6, time: 9
State transition: J2-6_5, time: 1
State transition: J2-5_0, time: 8
State transition: J2-0_7, time: 1
State transition: J2-7_6, time: 3
State transition: J2-6_0, time: 5
State transition: J2-0_6, time: 1
State transition: J2-6_9, time: 1
State transition: J2-9_0, time: 3
State transition: J2-0_7, time: 2
State transition: J2-7_6, time: 1
State transition: J2-6_9, time: 1
State transition: J2-9_0, time: 2
State transition: J2-0_7, time: 1
State transition: J2-7_6, time: 1
State transition: J2-6_3, time: 1
