J2XA,J2YA,J2ZA
0.4920665227117112,0.7988714313564044,0.18775584012801494
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.5173779492564667,0.5035595488488706,0.4452964851071565
0.5173779492564667,0.5035595488488706,0.4452964851071565
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.5173779492564667,0.5035595488488706,0.4452964851071565
0.4164574123586433,0.7079530041602031,0.39616862572015915
0.5173779492564667,0.5035595488488706,0.4452964851071565
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.5173779492564667,0.5035595488488706,0.4452964851071565
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.5173779492564667,0.5035595488488706,0.4452964851071565
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.5173779492564667,0.5035595488488706,0.4452964851071565
0.4164574123586433,0.7079530041602031,0.39616862572015915
0.5173779492564667,0.5035595488488706,0.4452964851071565
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.5173779492564667,0.5035595488488706,0.4452964851071565
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.40030198762821695,0.3199516245741514,0.7088821925401397
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
0.4516276601699094,0.3977077824683833,0.5679995694833686
