State transition: J2-7_10, time: 2
State transition: J2-10_3, time: 19
State transition: J2-3_2, time: 1
State transition: J2-2_10, time: 1
State transition: J2-10_4, time: 21
State transition: J2-4_10, time: 1
State transition: J2-10_3, time: 19
State transition: J2-3_2, time: 1
State transition: J2-2_10, time: 1
State transition: J2-10_3, time: 21
State transition: J2-3_2, time: 1
State transition: J2-2_3, time: 1
State transition: J2-3_10, time: 1
State transition: J2-10_4, time: 1
State transition: J2-4_1, time: 77
State transition: J2-1_10, time: 1
State transition: J2-10_4, time: 21
State transition: J2-4_1, time: 77
State transition: J2-1_4, time: 1
State transition: J2-4_1, time: 2
State transition: J2-1_10, time: 2
State transition: J2-10_3, time: 21
State transition: J2-3_2, time: 1
State transition: J2-2_10, time: 1
State transition: J2-10_3, time: 20
State transition: J2-3_2, time: 1
State transition: J2-2_10, time: 1
State transition: J2-10_4, time: 20
State transition: J2-4_3, time: 1
State transition: J2-3_10, time: 2
State transition: J2-10_4, time: 20
State transition: J2-4_3, time: 1
State transition: J2-3_10, time: 2
State transition: J2-10_3, time: 20
State transition: J2-3_2, time: 1
State transition: J2-2_3, time: 1
State transition: J2-3_10, time: 1
State transition: J2-10_3, time: 19
State transition: J2-3_10, time: 1
State transition: J2-10_1, time: 61
State transition: J2-1_4, time: 20
State transition: J2-4_1, time: 91
State transition: J2-1_4, time: 1
State transition: J2-4_10, time: 1
State transition: J2-10_4, time: 19
State transition: J2-4_2, time: 1
State transition: J2-2_3, time: 1
State transition: J2-3_10, time: 2
State transition: J2-10_4, time: 20
State transition: J2-4_10, time: 1
State transition: J2-10_3, time: 20
State transition: J2-3_10, time: 3
State transition: J2-10_1, time: 61
State transition: J2-1_4, time: 1
State transition: J2-4_1, time: 18
State transition: J2-1_4, time: 1
State transition: J2-4_10, time: 2
State transition: J2-10_4, time: 21
State transition: J2-4_1, time: 2
State transition: J2-1_10, time: 1
State transition: J2-10_4, time: 21
State transition: J2-4_10, time: 1
State transition: J2-10_4, time: 19
State transition: J2-4_3, time: 1
State transition: J2-3_10, time: 1
State transition: J2-10_3, time: 20
State transition: J2-3_10, time: 2
State transition: J2-10_3, time: 19
State transition: J2-3_10, time: 2
State transition: J2-10_4, time: 19
State transition: J2-4_3, time: 19
State transition: J2-3_2, time: 1
State transition: J2-2_3, time: 1
State transition: J2-3_10, time: 2
State transition: J2-10_4, time: 1
State transition: J2-4_1, time: 77
State transition: J2-1_10, time: 1
State transition: J2-10_3, time: 20
State transition: J2-3_2, time: 1
State transition: J2-2_10, time: 1
State transition: J2-10_4, time: 21
State transition: J2-4_3, time: 1
State transition: J2-3_10, time: 2
State transition: J2-10_1, time: 1
State transition: J2-1_10, time: 1
State transition: J2-10_1, time: 60
State transition: J2-1_10, time: 1
State transition: J2-10_4, time: 19
