State transition: J2-3_6, time: 15
State transition: J2-6_5, time: 1
State transition: J2-5_4, time: 1
State transition: J2-4_8, time: 1
State transition: J2-8_1, time: 20
State transition: J2-1_4, time: 19
State transition: J2-4_11, time: 1
State transition: J2-11_9, time: 1
State transition: J2-9_2, time: 1
State transition: J2-2_8, time: 1
State transition: J2-8_4, time: 19
State transition: J2-4_11, time: 1
State transition: J2-11_1, time: 1
State transition: J2-1_4, time: 19
State transition: J2-4_11, time: 1
