State transition: J2-1_0, time: 16
State transition: J2-0_2, time: 2
State transition: J2-2_3, time: 3
State transition: J2-3_0, time: 4
State transition: J2-0_3, time: 65
State transition: J2-3_0, time: 4
State transition: J2-0_3, time: 19
State transition: J2-3_0, time: 21
State transition: J2-0_3, time: 47
State transition: J2-3_0, time: 2
State transition: J2-0_3, time: 1
State transition: J2-3_0, time: 2
State transition: J2-0_3, time: 80
State transition: J2-3_0, time: 6
State transition: J2-0_3, time: 42
State transition: J2-3_0, time: 20
State transition: J2-0_3, time: 19
