State transition: J2-1_0, time: 39
State transition: J2-0_2, time: 1
State transition: J2-2_0, time: 6
State transition: J2-0_3, time: 48
State transition: J2-3_0, time: 5
State transition: J2-0_2, time: 1
State transition: J2-2_0, time: 6
State transition: J2-0_2, time: 1
State transition: J2-2_1, time: 49
State transition: J2-1_2, time: 7
State transition: J2-2_1, time: 2
State transition: J2-1_2, time: 7
State transition: J2-2_1, time: 23
State transition: J2-1_2, time: 11
State transition: J2-2_1, time: 4
State transition: J2-1_2, time: 10
State transition: J2-2_1, time: 23
