State transition: J2-11_8, time: 15
State transition: J2-8_11, time: 19
State transition: J2-11_1, time: 1
State transition: J2-1_4, time: 19
State transition: J2-4_11, time: 1
State transition: J2-11_5, time: 1
State transition: J2-5_9, time: 1
State transition: J2-9_8, time: 2
State transition: J2-8_9, time: 19
State transition: J2-9_8, time: 1
State transition: J2-8_11, time: 20
State transition: J2-11_2, time: 1
State transition: J2-2_9, time: 1
State transition: J2-9_2, time: 1
State transition: J2-2_5, time: 4
State transition: J2-5_8, time: 1
State transition: J2-8_9, time: 19
State transition: J2-9_1, time: 1
State transition: J2-1_4, time: 19
State transition: J2-4_8, time: 1
State transition: J2-8_1, time: 61
State transition: J2-1_4, time: 1
State transition: J2-4_1, time: 66
State transition: J2-1_4, time: 1
State transition: J2-4_11, time: 1
State transition: J2-11_5, time: 1
State transition: J2-5_2, time: 2
State transition: J2-2_5, time: 4
