State transition: J2-1_3, time: 1
State transition: J2-3_6, time: 6
State transition: J2-6_0, time: 4
State transition: J2-0_6, time: 2
State transition: J2-6_0, time: 4
State transition: J2-0_6, time: 10
State transition: J2-6_0, time: 3
State transition: J2-0_6, time: 4
State transition: J2-6_0, time: 9
State transition: J2-0_6, time: 4
State transition: J2-6_0, time: 1
State transition: J2-0_6, time: 4
State transition: J2-6_0, time: 1
State transition: J2-0_6, time: 7
State transition: J2-6_0, time: 4
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 8
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 2
