State transition: J2-1_3, time: 1
State transition: J2-3_1, time: 1
State transition: J2-1_4, time: 4
State transition: J2-4_3, time: 1
State transition: J2-3_0, time: 1
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 8
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 1
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 8
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 8
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 8
