State transition: J2-4_3, time: 4
State transition: J2-3_4, time: 1
State transition: J2-4_1, time: 1
State transition: J2-1_4, time: 3
State transition: J2-4_2, time: 10
State transition: J2-2_0, time: 13
State transition: J2-0_2, time: 10
State transition: J2-2_0, time: 13
State transition: J2-0_3, time: 13
State transition: J2-3_0, time: 7
State transition: J2-0_3, time: 13
State transition: J2-3_0, time: 11
State transition: J2-0_3, time: 11
State transition: J2-3_0, time: 10
State transition: J2-0_3, time: 13
State transition: J2-3_0, time: 7
State transition: J2-0_3, time: 11
State transition: J2-3_0, time: 5
State transition: J2-0_3, time: 23
