J2XA,J2YA,J2ZA,C2
0.403303787268332,0.4700055035773253,0.48742241097680494,0
0.46239591727101803,0.3904788112272978,0.6471741261025808,3
0.44131077088369597,0.4400110071546505,0.5743221169552434,0
0.4445339779747516,0.40176114474408364,0.6246324730480235,3
0.4231802309965082,0.39900935608145294,0.5873897419144071,0
0.4495030889067956,0.29966978536048433,0.6275726886638353,3
0.3986032769272092,0.2721518987341772,0.7200261352499183,3
0.3889336556540425,0.2749036873968079,0.7085919634106501,3
0.40424388933655653,0.32993946064942214,0.711858869650441,3
0.4016921837228042,0.3211337369290039,0.7134923227703365,3
0.40397528874563526,0.3247110621904238,0.7112054884024829,3
0.40222938490464677,0.3236103467253715,0.7112054884024829,3
0.40290088638195004,0.3230599889928453,0.711858869650441,3
0.40290088638195004,0.3238855255916346,0.7102254165305456,3
0.4026322857910287,0.32416070445789763,0.711858869650441,3
0.4030351866774107,0.3238855255916346,0.7128389415223783,3
0.40290088638195004,0.32333516785910843,0.7112054884024829,3
0.403303787268332,0.3222344523940561,0.7125122508983992,3
0.4030351866774107,0.32333516785910843,0.7102254165305456,3
0.4026322857910287,0.3230599889928453,0.7121855602744201,3
0.40290088638195004,0.32416070445789763,0.711858869650441,3
0.40316948697287136,0.32526141992294993,0.7121855602744201,3
0.4026322857910287,0.32498624105668683,0.7115321790264619,3
0.40290088638195004,0.3227848101265823,0.7121855602744201,3
0.403303787268332,0.3238855255916346,0.7121855602744201,3
0.4030351866774107,0.3230599889928453,0.7098987259065664,3
0.40236368520010746,0.3236103467253715,0.7128389415223783,3
0.4026322857910287,0.3222344523940561,0.7108787977785037,3
0.40316948697287136,0.32250963126031923,0.7134923227703365,3
0.4030351866774107,0.3238855255916346,0.7125122508983992,3
0.4027665860864894,0.3247110621904238,0.7121855602744201,3
0.4030351866774107,0.3247110621904238,0.7105521071545247,3
0.4030351866774107,0.32333516785910843,0.7115321790264619,3
0.40290088638195004,0.3236103467253715,0.7115321790264619,3
0.40222938490464677,0.3236103467253715,0.7108787977785037,3
0.40316948697287136,0.32333516785910843,0.7105521071545247,3
0.4027665860864894,0.3244358833241607,0.711858869650441,3
0.4026322857910287,0.3227848101265823,0.711858869650441,3
0.4030351866774107,0.3236103467253715,0.7121855602744201,3
0.4034380875637926,0.3238855255916346,0.7131656321463574,3
0.4030351866774107,0.3236103467253715,0.7128389415223783,3
0.40222938490464677,0.3222344523940561,0.7105521071545247,3
0.4027665860864894,0.32333516785910843,0.7125122508983992,3
0.40236368520010746,0.3211337369290039,0.7102254165305456,3
0.4027665860864894,0.32498624105668683,0.7112054884024829,3
0.403303787268332,0.3238855255916346,0.7105521071545247,3
0.3957829707225356,0.3073747936158503,0.7105521071545247,3
0.3697287134031695,0.2438084755090809,0.7223129696177719,3
0.406392694063927,0.28150798018712164,0.6889905259719046,3
0.40370668815471394,0.3541552008805724,0.7262332571055211,3
