J2XA,J2YA,J2ZA,C2
0.4027665860864894,0.325536598789213,0.7112054884024829,3
0.40316948697287136,0.3208585580627408,0.7102254165305456,3
0.40290088638195004,0.32333516785910843,0.7125122508983992,3
0.3879935535858179,0.2949917446340121,0.6942175759555701,3
0.36422240128928285,0.16097963676389654,0.6429271479908526,3
0.6081117378458233,0.3076499724821134,0.7357072852009148,3
0.4742143432715552,0.40368739680792515,0.373734073832081,0
0.4803921568627451,0.42542652724270774,0.5805292388108461,0
0.4213000268600591,0.5742982938910292,0.2067951649787651,1
0.5220252484555465,0.6075949367088607,0.28781443972557985,2
0.5640612409347301,0.8321408915795266,0.3067624959163672,1
0.4513832930432447,0.8354430379746836,0.19242077752368505,1
0.45487510072522164,0.6780407264722069,0.22868343678536424,1
0.4511146924523234,0.689873417721519,0.23456386801698792,1
0.4151222132688692,0.5817281232801321,0.23195034302515516,1
0.4427880741337631,0.6301596037424326,0.21136883371447238,1
0.5123556271823798,0.8082003302146396,0.14113034955896764,1
0.459709911361805,0.6711612548156302,0.14015027768703037,1
0.46172441579371476,0.6785910842047331,0.1391702058150931,1
0.45688960515713134,0.6876719867914144,0.13296308395949036,1
0.4599785119527263,0.6849201981287837,0.1342698464554067,1
0.46535052377115227,0.6909741331865713,0.13655668082326036,1
0.46306741874832125,0.6813428728673638,0.14178373080692583,1
0.4615901154982541,0.6851953769950467,0.13590329957530217,1
0.475825946817083,0.7099614749587231,0.1427638026788631,1
0.46763362879398335,0.7501375894331315,0.1950343025155178,1
0.42304593070104757,0.581452944413869,0.20385494936295329,1
0.4491001880204136,0.6970280682443588,0.23521724926494608,1
0.4511146924523234,0.6995046780407265,0.2296635086573015,1
0.48307816277195814,0.6609796367638965,0.23325710552107154,1
0.49892559763631483,0.6430930104567969,0.23227703364913427,1
0.5174590384098845,0.6945514584479912,0.16138516824567134,1
0.43634165995165186,0.740231150247661,0.26102580855929436,1
0.3616706956755305,0.7341772151898733,0.19699444625939233,1
0.424791834542036,0.7294991744634012,0.1953609931394969,1
0.4155251141552512,0.6631810676940011,0.43319176739627574,2
0.4207628256782165,0.6840946615299945,0.3933355112708265,2
0.3896051571313457,0.7305998899284535,0.459327017314603,2
0.36663980660757456,0.709411117226197,0.42469781117281935,2
