State transition: J2-1_3, time: 21
State transition: J2-3_6, time: 20
State transition: J2-6_5, time: 1
State transition: J2-5_1, time: 1
State transition: J2-1_5, time: 1
State transition: J2-5_1, time: 2
State transition: J2-1_5, time: 1
State transition: J2-5_1, time: 8
State transition: J2-1_6, time: 1
State transition: J2-6_3, time: 23
State transition: J2-3_6, time: 20
State transition: J2-6_3, time: 22
State transition: J2-3_6, time: 20
State transition: J2-6_3, time: 1
State transition: J2-3_6, time: 20
State transition: J2-6_0, time: 1
State transition: J2-0_3, time: 1
State transition: J2-3_0, time: 18
State transition: J2-0_3, time: 3
State transition: J2-3_0, time: 67
State transition: J2-0_3, time: 2
