State transition: J2-0_4, time: 1
State transition: J2-4_0, time: 1
State transition: J2-0_2, time: 28
State transition: J2-2_4, time: 4
State transition: J2-4_1, time: 1
State transition: J2-1_8, time: 1
State transition: J2-8_1, time: 8
State transition: J2-1_7, time: 1
State transition: J2-7_1, time: 6
State transition: J2-1_8, time: 1
State transition: J2-8_1, time: 3
State transition: J2-1_8, time: 1
State transition: J2-8_1, time: 3
State transition: J2-1_7, time: 1
State transition: J2-7_1, time: 9
State transition: J2-1_7, time: 1
State transition: J2-7_1, time: 1
State transition: J2-1_7, time: 1
State transition: J2-7_1, time: 5
State transition: J2-1_6, time: 1
State transition: J2-6_3, time: 8
State transition: J2-3_6, time: 1
