State transition: J2-9_3, time: 20
State transition: J2-3_11, time: 1
State transition: J2-11_2, time: 1
State transition: J2-2_9, time: 1
State transition: J2-9_5, time: 1
State transition: J2-5_8, time: 1
State transition: J2-8_11, time: 20
State transition: J2-11_2, time: 1
State transition: J2-2_9, time: 1
State transition: J2-9_5, time: 1
State transition: J2-5_2, time: 2
State transition: J2-2_5, time: 5
State transition: J2-5_3, time: 7
State transition: J2-3_6, time: 1
State transition: J2-6_3, time: 7
State transition: J2-3_10, time: 1
