State transition: J2-6_2, time: 19
State transition: J2-2_3, time: 1
State transition: J2-3_0, time: 1
State transition: J2-0_3, time: 19
State transition: J2-3_0, time: 59
State transition: J2-0_3, time: 1
State transition: J2-3_0, time: 20
State transition: J2-0_3, time: 1
State transition: J2-3_0, time: 1
State transition: J2-0_3, time: 21
State transition: J2-3_0, time: 1
State transition: J2-0_3, time: 1
State transition: J2-3_0, time: 1
State transition: J2-0_3, time: 21
State transition: J2-3_0, time: 59
