J2XA,J2YA,J2ZA,C2
0.4473542841794252,0.4988992845349477,0.3505390395295654,4
0.4844211657265646,0.5668684645019262,0.405749754982032,2
0.4589041095890411,0.6307099614749587,0.3394315583142764,2
0.4359387590652699,0.6840946615299945,0.1548513557660895,3
0.4759602471125436,0.8134287286736378,0.2254165305455733,0
0.4689766317485898,0.7592184920198128,0.1956876837634759,0
0.4575611066344346,0.6876719867914144,0.1996079712512251,0
0.4527262959978512,0.6942762795817281,0.1999346618752041,0
0.4429223744292238,0.6645569620253164,0.2045083306109114,0
0.4402363685200107,0.6499724821133737,0.2090819993466187,0
0.4477571850658071,0.7143643368189323,0.1643253838614831,3
0.5061778135911899,0.732801320858558,0.1163018621365566,3
0.4683051302712866,0.6934507429829389,0.1114015027768703,3
0.462395917271018,0.6805173362685746,0.1156484808885985,3
0.4660220252484555,0.6805173362685746,0.1169552433845148,3
0.459307010475423,0.6871216290588882,0.1156484808885985,3
0.4691109320440505,0.6851953769950467,0.117608624632473,3
0.4552780016116036,0.6857457347275728,0.1097680496569748,3
0.462395917271018,0.682443588332416,0.1149950996406403,3
0.4649476228847703,0.6832691249312053,0.117608624632473,3
0.4842868654311039,0.7330764997248211,0.1202221496243057,3
0.4605157131345689,0.6838194826637314,0.1310029402156158,3
0.4403706688154714,0.6788662630709961,0.167265599477295,3
0.4312382487241472,0.6345624656026416,0.2005880431231623,0
0.4548751007252216,0.6934507429829389,0.1983012087553087,0
0.4556809024979855,0.6945514584479912,0.2005880431231623,0
0.4783776524308353,0.670610897083104,0.2041816399869323,0
0.467767929089444,0.6761144744083654,0.2038549493629532,0
0.4568896051571313,0.7118877270225646,0.2345638680169879,0
0.4359387590652699,0.7226197028068244,0.2453446586082979,0
0.4476228847703465,0.7006053935057788,0.2296635086573015,0
0.4524576954069299,0.6984039625756742,0.2322770336491342,0
0.4521890948160086,0.6959273527793066,0.2309702711532179,0
0.4307010475423046,0.635663181067694,0.2375040836327997,0
0.4484286865431104,0.6959273527793066,0.1832734400522704,0
0.4961052914316411,0.7317006053935058,0.1401502776870303,3
0.4814665592264303,0.720693450742983,0.1368833714472394,3
0.459307010475423,0.6766648321408916,0.1394968964390721,3
0.465081923180231,0.6785910842047331,0.1215289121202221,3
0.4630674187483212,0.689598238855256,0.1404769683110094,3
0.4641418211120064,0.6890478811227297,0.1434171839268213,3
0.4477571850658071,0.67473858007705,0.2015681149950996,0
0.4598442116572656,0.6829939460649421,0.138843515191114,3
0.4613215149073328,0.6854705558613099,0.1381901339431558,3
0.4813322589309696,0.7250963126031921,0.1417837308069258,3
0.4614558152027934,0.7160154100165107,0.1584449526298595,3
0.4294923448831587,0.6554760594386351,0.2009147337471414,0
0.4347300564061241,0.635663181067694,0.2348905586409669,0
0.448965887724953,0.6915244909190974,0.2309702711532179,0
0.452054794520548,0.697303247110622,0.228030055537406,0
0.4519204942250873,0.7124380847550909,0.231623652401176,0
0.4417136717700779,0.7916895982388552,0.228030055537406,0
0.448965887724953,0.7308750687947165,0.1875204181639986,0
0.5480795057749127,0.651073197578426,0.3116628552760535,0
0.5531829170024174,0.5013758943313154,0.4890558640967004,4
