State transition: J2-1_3, time: 1
State transition: J2-3_2, time: 1
State transition: J2-2_5, time: 18
State transition: J2-5_3, time: 1
State transition: J2-3_1, time: 1
State transition: J2-1_4, time: 7
State transition: J2-4_2, time: 19
State transition: J2-2_3, time: 1
State transition: J2-3_2, time: 1
State transition: J2-2_1, time: 2
State transition: J2-1_5, time: 2
State transition: J2-5_2, time: 21
State transition: J2-2_0, time: 1
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 1
State transition: J2-0_5, time: 3
State transition: J2-5_0, time: 62
State transition: J2-0_5, time: 20
State transition: J2-5_0, time: 56
State transition: J2-0_5, time: 3
