State transition: J2-1_4, time: 1
State transition: J2-4_8, time: 4
State transition: J2-8_3, time: 1
State transition: J2-3_6, time: 3
State transition: J2-6_7, time: 2
State transition: J2-7_6, time: 5
State transition: J2-6_7, time: 1
State transition: J2-7_6, time: 8
State transition: J2-6_2, time: 10
State transition: J2-2_8, time: 1
State transition: J2-8_2, time: 9
State transition: J2-2_4, time: 2
State transition: J2-4_8, time: 1
State transition: J2-8_4, time: 2
State transition: J2-4_8, time: 1
State transition: J2-8_3, time: 1
