State transition: J2-0_3, time: 1
State transition: J2-3_7, time: 1
State transition: J2-7_10, time: 2
State transition: J2-10_8, time: 1
State transition: J2-8_9, time: 20
State transition: J2-9_11, time: 1
State transition: J2-11_8, time: 1
State transition: J2-8_4, time: 19
State transition: J2-4_11, time: 1
State transition: J2-11_9, time: 1
State transition: J2-9_1, time: 1
State transition: J2-1_8, time: 2
State transition: J2-8_1, time: 20
State transition: J2-1_8, time: 2
State transition: J2-8_4, time: 18
State transition: J2-4_1, time: 1
