State transition: J2-4_5, time: 19
State transition: J2-5_2, time: 2
State transition: J2-2_3, time: 2
State transition: J2-3_2, time: 1
State transition: J2-2_5, time: 11
State transition: J2-5_2, time: 1
State transition: J2-2_5, time: 22
State transition: J2-5_2, time: 1
State transition: J2-2_3, time: 1
State transition: J2-3_2, time: 1
State transition: J2-2_3, time: 1
State transition: J2-3_5, time: 2
State transition: J2-5_0, time: 82
State transition: J2-0_5, time: 1
State transition: J2-5_0, time: 18
