State transition: J2-4_7, time: 15
State transition: J2-7_3, time: 2
State transition: J2-3_2, time: 1
State transition: J2-2_3, time: 1
State transition: J2-3_2, time: 1
State transition: J2-2_3, time: 1
State transition: J2-3_2, time: 18
State transition: J2-2_3, time: 18
State transition: J2-3_8, time: 1
State transition: J2-8_1, time: 4
State transition: J2-1_8, time: 20
State transition: J2-8_1, time: 1
State transition: J2-1_8, time: 1
State transition: J2-8_1, time: 1
State transition: J2-1_8, time: 20
State transition: J2-8_1, time: 21
