State transition: J2-11_8, time: 19
State transition: J2-8_11, time: 20
State transition: J2-11_9, time: 1
State transition: J2-9_6, time: 1
State transition: J2-6_3, time: 2
State transition: J2-3_7, time: 1
State transition: J2-7_10, time: 2
State transition: J2-10_0, time: 1
State transition: J2-0_3, time: 1
State transition: J2-3_6, time: 1
State transition: J2-6_2, time: 2
State transition: J2-2_5, time: 4
State transition: J2-5_2, time: 2
State transition: J2-2_3, time: 1
State transition: J2-3_6, time: 1
State transition: J2-6_5, time: 1
State transition: J2-5_2, time: 2
State transition: J2-2_6, time: 2
