J2XA,J2YA,J2ZA
0.346897663174859,0.3208585580627408,0.6383534792551454
0.3698630136986301,0.403137039075399,0.5227049983665468
0.42976094547408,0.4678040726472207,0.4609604704344985
0.5247112543647596,0.5057787561915245,0.5599477295001634
0.4585012087026591,0.410842047330765,0.5677883044756615
0.4658877249529949,0.4201981287837094,0.5668082326037243
0.4658877249529949,0.4276279581728123,0.5668082326037243
0.4660220252484555,0.4188222344523941,0.565828160731787
0.4662906258393768,0.4188222344523941,0.565828160731787
0.4661563255439162,0.4193725921849202,0.5645213982358706
0.4660220252484555,0.4190974133186571,0.5674616138516825
0.4662906258393768,0.4201981287837094,0.565828160731787
0.4661563255439162,0.4188222344523941,0.565828160731787
0.4658877249529949,0.4190974133186571,0.5641947076118915
0.4649476228847703,0.4207484865162355,0.5664815419797452
0.4657534246575342,0.4196477710511833,0.5668082326037243
0.4662906258393768,0.4204733076499725,0.5655014701078079
0.4660220252484555,0.4196477710511833,0.5671349232277033
0.4660220252484555,0.4204733076499725,0.5645213982358706
0.4656191243620736,0.418547055586131,0.5645213982358706
0.465081923180231,0.4204733076499725,0.5651747794838288
0.4661563255439162,0.4182718767198679,0.5655014701078079
0.4665592264302981,0.4193725921849202,0.565828160731787
0.4658877249529949,0.4196477710511833,0.5655014701078079
0.4665592264302981,0.4196477710511833,0.566154851355766
0.4657534246575342,0.4188222344523941,0.565828160731787
0.4660220252484555,0.4199229499174463,0.5674616138516825
0.3229922105828632,0.2553659878921299,0.5142110421430904
0.4829438624764974,0.5635663181067694,0.3678536426004574
0.4214343271555197,0.4994496422674738,0.3332244364586736
0.491539081385979,0.50357732526142,0.4015027768703038
0.5499597099113618,0.7168409466153,0.3149297615158445
0.5091324200913242,0.7861860209135938,0.2535119242077752
0.4727370400214881,0.7506879471656577,0.2182293368180333
0.4484286865431104,0.7655476059438635,0.1878471087879777
0.4529948965887725,0.7022564667033572,0.1927474681476641
0.4551437013161429,0.689598238855256,0.2022214962430578
0.4418479720655385,0.6403412217941662,0.2084286180986605
0.4273435401557883,0.670335718216841,0.1656321463573995
0.4460112812248187,0.6700605393505779,0.1365566808232603
0.4830781627719581,0.7355531095211887,0.1087879777850375
0.4656191243620736,0.6810676940011007,0.1198954590003266
0.464679022293849,0.6796917996697853,0.1153217902646193
0.4609186140209508,0.682443588332416,0.1107481215289121
0.4606500134300295,0.6846450192625206,0.1182620058804312
0.4609186140209508,0.6846450192625206,0.1166285527605357
0.4653505237711522,0.6876719867914144,0.1159751715125775
0.4622616169755573,0.6805173362685746,0.1156484808885985
0.4715283373623422,0.6989543203082003,0.1146684090166612
0.4966424926134837,0.732526141992295,0.1215289121202221
0.4666935267257588,0.6882223445239406,0.1375367526951976
0.4383561643835616,0.6535498073747936,0.1659588369813786
0.4437281762019877,0.6579526692350027,0.210062071218556
0.45662100456621,0.6995046780407265,0.2005880431231623
0.4552780016116036,0.6956521739130435,0.2018948056190787
0.4684394305667472,0.6868464501926252,0.2041816399869323
0.488853075476766,0.689873417721519,0.2077752368507023
0.4657534246575342,0.6832691249312053,0.2309702711532179
0.4427880741337631,0.6557512383048982,0.2179026461940542
0.4426537738383024,0.7168409466153,0.2368507023848415
0.4495030889067956,0.7195927352779307,0.2874877491016008
0.403303787268332,0.6711612548156302,0.3195034302515517
0.4356701584743486,0.6923500275178867,0.3381247958183599
0.424791834542036,0.7204182718767198,0.3198301208755308
0.4439967767929089,0.6802421574023114,0.34171839268213
0.4340585549288208,0.705833791964777,0.3622999019928128
0.4004834810636583,0.6975784259768849,0.4135903299575302
0.4093473005640612,0.705833791964777,0.4008493956223456
0.3933655654042439,0.7080352228948816,0.4380921267559621
0.3957829707225356,0.6981287837094111,0.4364586736360666
0.4176739188826215,0.7033571821684095,0.4256778830447566
0.4183454203599248,0.6796917996697853,0.4322116955243384
0.3947085683588504,0.6662080352228948,0.4318850049003593
0.4073327961321514,0.6395156851953769,0.4260045736687357
0.3986032769272092,0.6224545954870666,0.3887618425351192
0.4151222132688692,0.7424325811777654,0.2852009147337471
0.4755573462261617,0.7848101265822784,0.2816073178699771
0.4777061509535321,0.7583929554210236,0.2502450179679843
0.456218103679828,0.7039075399009356,0.2303168899052597
0.4525919957023905,0.6813428728673638,0.2375040836327997
0.4470856835885038,0.6879471656576774,0.2365240117608624
0.4578297072253559,0.6989543203082003,0.2375040836327997
0.4497716894977169,0.7003302146395156,0.2388108461287161
0.4551437013161429,0.6953769950467804,0.2371773930088206
0.4513832930432447,0.6959273527793066,0.2332571055210715
0.462395917271018,0.7195927352779307,0.2348905586409669
0.4756916465216223,0.7556411667583929,0.2273766742894478
0.4730056406124093,0.7914144193725922,0.2489382554720679
0.4257319366102605,0.7151898734177216,0.3384514864423391
0.386784850926672,0.5798018712162906,0.3655668082326037
0.4014235831318828,0.6230049532195927,0.420124142437112
0.4210314262691378,0.6940011007154651,0.4282914080365894
0.4143164114961053,0.6926252063841497,0.4312316236524012
0.4100188020413645,0.6917996697853604,0.4328650767722966
0.3980660757453667,0.7305998899284535,0.4243711205488402
0.4392962664517862,0.7314254265272426,0.4459327017314602
0.4715283373623422,0.6312603192074848,0.5129042796471741
0.4474885844748858,0.6180517336268574,0.5093106827834041
0.4453397797475155,0.5899834892680242,0.459327017314603
0.4610529143164115,0.5605393505778756,0.5001633453119895
