State transition: J2-11_9, time: 20
State transition: J2-9_5, time: 1
State transition: J2-5_1, time: 1
State transition: J2-1_8, time: 1
State transition: J2-8_4, time: 20
State transition: J2-4_8, time: 1
State transition: J2-8_11, time: 19
State transition: J2-11_4, time: 1
State transition: J2-4_8, time: 1
State transition: J2-8_4, time: 4
State transition: J2-4_11, time: 1
State transition: J2-11_5, time: 1
State transition: J2-5_1, time: 1
State transition: J2-1_4, time: 2
State transition: J2-4_8, time: 1
State transition: J2-8_4, time: 4
State transition: J2-4_11, time: 1
State transition: J2-11_1, time: 2
State transition: J2-1_4, time: 1
State transition: J2-4_9, time: 1
