J2XA,J2YA,J2ZA,C2
0.4805264571582057,0.6524490919097413,0.2430578242404442,1
0.4747515444533978,0.6458447991194276,0.245671349232277,1
0.475423045930701,0.6392405063291139,0.2446912773603397,1
0.4751544453397797,0.6419922949917446,0.2440378961123815,1
0.4760945474080043,0.6425426527242708,0.245671349232277,1
0.4760945474080043,0.6400660429279031,0.2450179679843188,1
0.475825946817083,0.6422674738580076,0.2450179679843188,1
0.4752887456352404,0.6411667583929554,0.2446912773603397,1
0.4750201450443191,0.6406164006604292,0.2424044429924861,1
0.4756916465216223,0.6411667583929554,0.2450179679843188,1
0.475825946817083,0.6419922949917446,0.2463247304802352,1
0.4751544453397797,0.6411667583929554,0.2440378961123815,1
0.4759602471125436,0.6400660429279031,0.2463247304802352,1
0.4762288477034649,0.6430930104567969,0.2440378961123815,1
0.4756916465216223,0.6425426527242708,0.2453446586082979,1
0.475423045930701,0.6411667583929554,0.245671349232277,1
0.4751544453397797,0.6411667583929554,0.2459980398562561,1
0.4755573462261617,0.6425426527242708,0.2450179679843188,1
0.4760945474080043,0.6397908640616401,0.245671349232277,1
0.4950308890679559,0.6736378646119978,0.2463247304802352,1
0.5016116035455278,0.7451843698403963,0.2878144397255798,1
0.4364759602471125,0.3018712162905889,0.3819013394315583,0
0.4889873757722267,0.5858558062740782,0.3570728520091473,2
0.4918076819769004,0.5668684645019262,0.3580529238810845,2
0.4868385710448563,0.5627407815079801,0.3583796145050637,2
0.4884501745903841,0.5605393505778756,0.3577262332571055,2
0.4880472737040021,0.5616400660429279,0.3580529238810845,2
0.4876443728176202,0.5630159603742433,0.3570728520091473,2
0.4879129734085415,0.5632911392405063,0.3580529238810845,2
0.4881815739994628,0.5630159603742433,0.3583796145050637,2
0.4880472737040021,0.5624656026417172,0.3587063051290428,2
0.4881815739994628,0.5627407815079801,0.3590329957530218,2
0.4881815739994628,0.5627407815079801,0.3580529238810845,2
0.4889873757722267,0.5632911392405063,0.3590329957530218,2
0.4881815739994628,0.5632911392405063,0.359359686377001,2
0.4879129734085415,0.5627407815079801,0.3577262332571055,2
0.488853075476766,0.561915244909191,0.3600130676249591,2
0.4876443728176202,0.562190423775454,0.3590329957530218,2
0.4881815739994628,0.5616400660429279,0.3580529238810845,2
0.4875100725221595,0.5641166758392955,0.3570728520091473,2
0.4883158742949234,0.5638414969730325,0.3573995426331264,2
0.4948965887724953,0.5776004402861861,0.3613198301208755,2
0.539484286865431,0.6243808475509081,0.3028422084286181,2
0.4422508729519205,0.2438084755090809,0.508983992159425,0
0.4887187751813054,0.4953219592735278,0.4652074485462267,0
0.4885844748858448,0.4843148046230049,0.4645540672982685,0
0.4828095621810367,0.4843148046230049,0.4684743547860176,0
0.486167069567553,0.4810126582278481,0.4658608297941848,0
0.4841525651356433,0.4821133736929004,0.4658608297941848,0
0.4848240666129465,0.4821133736929004,0.4674942829140803,0
0.4849583669084072,0.4818381948266373,0.4684743547860176,0
0.4848240666129465,0.4821133736929004,0.4668409016661221,0
0.4854955680902498,0.4823885525591634,0.4668409016661221,0
0.4845554660220252,0.4821133736929004,0.4671675922901013,0
0.4853612677947891,0.4818381948266373,0.4684743547860176,0
0.4854955680902498,0.4829389102916895,0.4678209735380594,0
0.4863013698630137,0.480737479361585,0.4704344985298921,0
0.4849583669084072,0.4829389102916895,0.4681476641620385,0
0.4853612677947891,0.4815630159603742,0.4684743547860176,0
0.4849583669084072,0.4815630159603742,0.4678209735380594,0
0.4849583669084072,0.4823885525591634,0.4671675922901013,0
0.4853612677947891,0.4823885525591634,0.4678209735380594,0
0.4849583669084072,0.4826637314254265,0.4674942829140803,0
0.5727907601396723,0.6155751238304898,0.462920614178373,2
0.424388933655654,0.4248761695101816,0.4919960797125122,0
0.3768466290625839,0.275178866263071,0.5746488075792224,3
0.4771689497716895,0.422674738580077,0.5671349232277033,0
0.470051034112275,0.4163456246560264,0.5707285200914733,0
0.4642761214074671,0.4045129334067143,0.5739954263312642,0
0.4656191243620736,0.4042377545404513,0.5723619732113688,0
0.4648133225893097,0.4067143643368189,0.5713819013394316,0
0.4657534246575342,0.4064391854705558,0.5720352825873897,0
0.4654848240666129,0.4053384700055036,0.5733420450833061,0
0.4657534246575342,0.4061640066042928,0.5730153544593269,0
0.4657534246575342,0.407264722069345,0.5717085919634106,0
0.4660220252484555,0.4061640066042928,0.5710552107154524,0
0.4658877249529949,0.4056136488717666,0.5733420450833061,0
0.465081923180231,0.4045129334067143,0.5730153544593269,0
0.4660220252484555,0.4067143643368189,0.5710552107154524,0
0.4661563255439162,0.4061640066042928,0.5710552107154524,0
0.4657534246575342,0.4058888277380297,0.5723619732113688,0
0.4649476228847703,0.4045129334067143,0.5733420450833061,0
0.4660220252484555,0.406989543203082,0.5730153544593269,0
0.4662906258393768,0.4061640066042928,0.5710552107154524,0
0.4654848240666129,0.4058888277380297,0.5717085919634106,0
0.5562718237980124,0.5085305448541552,0.5677883044756615,0
0.3815471394037066,0.3354430379746835,0.6321463573995426,3
0.5494225087295193,0.2839845899834892,0.6295328324077099,3
0.3655654042438893,0.3098514034122179,0.6951976478275074,3
0.3785925329035724,0.3387451843698404,0.7095720352825874,3
0.4093473005640612,0.3227848101265823,0.7128389415223783,3
0.4008863819500403,0.3244358833241607,0.7112054884024829,3
0.4027665860864894,0.3225096312603192,0.711858869650441,3
0.4027665860864894,0.3236103467253715,0.7112054884024829,3
0.4027665860864894,0.3233351678591084,0.7125122508983992,3
0.4031694869728713,0.3258117776554761,0.7102254165305456,3
0.4019607843137255,0.3219592735277931,0.7125122508983992,3
0.403303787268332,0.3233351678591084,0.7121855602744201,3
