J2XA,J2YA,J2ZA,C2
0.2708836959441311,0.4865162355531095,0.31917673962757265,2
0.4711254364759603,0.538800220143093,0.3175432865076772,2
0.516921837228042,0.6986791414419373,0.2976151584449526,2
0.5663443459575611,0.8657127132636213,0.3002286834367853,1
0.48388396454472204,0.798569069895432,0.20058804312316236,1
0.45903840988450173,0.6744634012107871,0.2067951649787651,1
0.4529948965887725,0.6890478811227297,0.2032015681149951,1
0.41042170292774643,0.5858558062740782,0.2022214962430578,1
0.44654848240666134,0.6752889378095762,0.15583142763802676,1
0.5087295192049422,0.8029719317556412,0.12120222149624305,1
0.4627988181574,0.6692350027517886,0.11172819340084938,1
0.47058823529411764,0.6854705558613099,0.11695524338451485,1
0.4634703196347032,0.6832691249312053,0.11499509964064031,1
0.4615901154982541,0.6772151898734178,0.11042143090493302,1
0.4615901154982541,0.6849201981287837,0.1156484808885985,1
0.4644104217029278,0.6827187671986792,0.11532179026461939,1
0.4629331184528606,0.682168409466153,0.11728193400849395,1
0.5071179156594144,0.7671986791414419,0.10748121528912119,1
0.4626645178619393,0.7314254265272426,0.1630186213655668,1
0.42358313188289015,0.5946615299944964,0.18915387128389413,1
0.452054794520548,0.6884975233902035,0.2061417837308069,1
0.45796400752081656,0.6978536048431481,0.1979745181313296,1
0.5116841257050766,0.6488717666483215,0.2061417837308069,1
0.4497716894977169,0.6940011007154651,0.20418163998693237,1
0.40290088638195004,0.747936158503027,0.231296961777197,1
0.3980660757453667,0.7432581177765547,0.21626919307415876,1
0.4551437013161429,0.6978536048431481,0.22574322116955242,1
0.4108246038141284,0.5902586681342873,0.23685070238484154,1
0.4255976363147999,0.6645569620253164,0.1512577589023195,1
0.5005372011818426,0.7242707760044029,0.1192420777523685,1
0.459709911361805,0.6890478811227297,0.14015027768703037,1
0.4580983078162772,0.6843698403962575,0.1391702058150931,1
0.4594413107708837,0.6865712713263621,0.135249918327344,1
0.4627988181574,0.6879471656576774,0.1385168245671349,1
0.46239591727101803,0.6854705558613099,0.13459653707938582,1
0.4586355089981198,0.6835443037974683,0.13361646520744855,1
0.4602471125436476,0.6838194826637314,0.1385168245671349,1
0.5009401020682246,0.763896532746285,0.1391702058150931,1
0.4425194735428418,0.6585030269675289,0.11630186213655667,1
0.4262691377921032,0.6428178315905339,0.21920940868997058,1
0.44547408004297606,0.6739130434782609,0.23652401176086246,1
0.4542035992479183,0.7055586130985141,0.2270499836654688,1
0.45339779747515446,0.7773802971931756,0.2231296961777197,1
0.4885844748858448,0.8536048431480462,0.2727866710225416,1
0.49274778404512487,0.5987892129884425,0.33093760209082,2
